RestaurantID,Restaurant Name,CountryCode,Country name,City,locality,Cuisines,Currency,USD Rate,Has_Table_booking,Has_Online_delivery,Is_delivering_now,Switch_to_order_menu,Price_range,Votes,Average_Cost_for_two,Rating,year&date,Year,Month,Date,Month Name,Quater,Week of Year,Day Name,Financial Quater,Financial month,year&month,USD (Cost) of avg_cost of two,Indian Rupees (Cost) of avg_cost of two,Count of Restaurant
309987,Green Chick Chop,1,India,Gurgaon,Old Railway Road,"Raw Meats, North Indian, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,5,350,2.9,16-06-2011,2011,6,16,June,QRT-2,25,Thursday,FQ-1,FM-3,01-06-2011,4.2,375.774,
18391155,Hahns Kitchen,1,India,Gurgaon,One Horizon Center Golf Course Road,Korean,Indian Rupees(Rs.),0.012,No,No,No,No,3,12,1800,3.2,12-06-2013,2013,6,12,June,QRT-2,24,Wednesday,FQ-1,FM-3,01-06-2013,21.6,1932.552,
18324432,Chaska Food Corner,1,India,Gurgaon,Palam Vihar,"Chinese, North Indian",Indian Rupees(Rs.),0.012,No,No,No,No,2,1,700,1,28-06-2012,2012,6,28,June,QRT-2,26,Thursday,FQ-1,FM-3,01-06-2012,8.4,751.548,
306037,Cafe 55  Park Inn,1,India,Gurgaon,Park Inn Sector 15 Gurgaon,"Continental, North Indian, Chinese",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,13,1500,3.2,07-06-2014,2014,6,7,June,QRT-2,23,Saturday,FQ-1,FM-3,01-06-2014,18,1610.46,
3953,Club Prison,1,India,Gurgaon,Sahara Mall MG Road,Finger Food,Indian Rupees(Rs.),0.012,No,No,No,No,3,53,1800,2.4,09-06-2011,2011,6,9,June,QRT-2,24,Thursday,FQ-1,FM-3,01-06-2011,21.6,1932.552,
2071,Captains Table,1,India,Gurgaon,Sector 14,"Bakery, Desserts",Indian Rupees(Rs.),0.012,No,No,No,No,1,41,200,3.1,19-06-2012,2012,6,19,June,QRT-2,25,Tuesday,FQ-1,FM-3,01-06-2012,2.4,214.728,
5129,The League Restaurant,1,India,Gurgaon,Sector 14,"North Indian, Chinese",Indian Rupees(Rs.),0.012,Yes,No,No,No,2,17,900,3.1,13-06-2017,2017,6,13,June,QRT-2,24,Tuesday,FQ-1,FM-3,01-06-2017,10.8,966.276,
303747,Uttarakhand Fast Food,1,India,Gurgaon,Sector 14,North Indian,Indian Rupees(Rs.),0.012,No,No,No,No,1,6,200,2.9,01-06-2013,2013,6,1,June,QRT-2,22,Saturday,FQ-1,FM-3,01-06-2013,2.4,214.728,
7225,Zync  Rosewood Hotel,1,India,Gurgaon,Sector 14,"North Indian, Chinese, Continental",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,5,1000,3,14-06-2016,2016,6,14,June,QRT-2,25,Tuesday,FQ-1,FM-3,01-06-2016,12,1073.64,
18268726,Gurgaon Mughlai Chicken,1,India,Gurgaon,Sector 14,"North Indian, Mughlai",Indian Rupees(Rs.),0.012,No,No,No,No,1,2,350,1,20-06-2018,2018,6,20,June,QRT-2,25,Wednesday,FQ-1,FM-3,01-06-2018,4.2,375.774,
305072,Game n Grillz,1,India,Gurgaon,Sector 23,"North Indian, Chinese, Fast Food",Indian Rupees(Rs.),0.012,Yes,No,No,No,2,169,850,3.6,06-06-2015,2015,6,6,June,QRT-2,23,Saturday,FQ-1,FM-3,01-06-2015,10.2,912.594,
836,Pind Balluchi,1,India,Gurgaon,Sector 29,"North Indian, Mughlai",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,1022,800,3.4,07-06-2015,2015,6,7,June,QRT-2,24,Sunday,FQ-1,FM-3,01-06-2015,9.6,858.912,
18336483,Backyard Underground,1,India,Gurgaon,Sector 29,"Continental, Italian, North Indian, American",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,134,1400,3.5,23-06-2010,2010,6,23,June,QRT-2,26,Wednesday,FQ-1,FM-3,01-06-2010,16.8,1503.096,
5052,Gola Sizzlers,1,India,Gurgaon,Sector 29,"Chinese, North Indian, Mughlai, Continental",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,853,1500,3.5,09-06-2012,2012,6,9,June,QRT-2,23,Saturday,FQ-1,FM-3,01-06-2012,18,1610.46,
309339,Jungle Jamboree,1,India,Gurgaon,Sector 29,"Continental, Chinese, Thai, Mughlai, North Indian",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,1317,1500,3.8,28-06-2012,2012,6,28,June,QRT-2,26,Thursday,FQ-1,FM-3,01-06-2012,18,1610.46,
1851,Swagath,1,India,Gurgaon,Sector 29,"North Indian, Chinese, South Indian, Seafood, Chettinad",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,289,1500,3.6,08-06-2014,2014,6,8,June,QRT-2,24,Sunday,FQ-1,FM-3,01-06-2014,18,1610.46,
4000081,Spice Court  Hotel Maurya,1,India,Patna,Hotel Maurya Lodipur,"North Indian, Continental, Chinese, South Indian",Indian Rupees(Rs.),0.012,No,No,No,No,4,43,1600,3.7,11-11-2013,2013,11,11,November,QRT-4,46,Monday,FQ-3,FM-8,01-11-2013,19.2,1717.824,
18273972,Magadh and Awadh,1,India,Gurgaon,Sector 29,"Bihari, Lucknowi, North Indian",Indian Rupees(Rs.),0.012,Yes,Yes,No,No,3,226,1200,4,08-06-2010,2010,6,8,June,QRT-2,24,Tuesday,FQ-1,FM-3,01-06-2010,14.4,1288.368,
18352295,Kk Chaap Express,1,India,Gurgaon,Sector 31,"Fast Food, North Indian",Indian Rupees(Rs.),0.012,No,No,No,No,1,8,250,3.3,15-06-2012,2012,6,15,June,QRT-2,24,Friday,FQ-1,FM-3,01-06-2012,3,268.41,
18224532,Dilli 6 On Wheels,1,India,Gurgaon,Sector 31,"North Indian, Chinese",Indian Rupees(Rs.),0.012,No,Yes,No,No,1,142,250,3.8,10-06-2012,2012,6,10,June,QRT-2,24,Sunday,FQ-1,FM-3,01-06-2012,3,268.41,
18356357,La Pinoz Pizza,1,India,Gurgaon,Sector 31,"Pizza, Italian",Indian Rupees(Rs.),0.012,Yes,Yes,No,No,2,22,650,3.5,22-06-2014,2014,6,22,June,QRT-2,26,Sunday,FQ-1,FM-3,01-06-2014,7.8,697.866,
18241896,Zizo,1,India,Gurgaon,Sector 54,"Lebanese, Mediterranean, Middle Eastern, Arabian",Indian Rupees(Rs.),0.012,Yes,Yes,No,No,3,233,1600,3.9,23-06-2011,2011,6,23,June,QRT-2,26,Thursday,FQ-1,FM-3,01-06-2011,19.2,1717.824,
18398839,Bake Cuddle,1,India,Gurgaon,Sector 8,Bakery,Indian Rupees(Rs.),0.012,No,No,No,No,1,3,250,1,16-06-2012,2012,6,16,June,QRT-2,24,Saturday,FQ-1,FM-3,01-06-2012,3,268.41,
5080,New Sukh Sagar,1,India,Gurgaon,Shopping Mall DLF Phase 1,Street Food,Indian Rupees(Rs.),0.012,No,No,No,No,1,16,100,3.2,16-06-2011,2011,6,16,June,QRT-2,25,Thursday,FQ-1,FM-3,01-06-2011,1.2,107.364,
18397469,Minus5degree,1,India,Gurgaon,Shopping Mall DLF Phase 1,"Desserts, Ice Cream",Indian Rupees(Rs.),0.012,No,No,No,No,1,28,200,3.6,19-06-2015,2015,6,19,June,QRT-2,25,Friday,FQ-1,FM-3,01-06-2015,2.4,214.728,
18383504,PKay,1,India,Gurgaon,Sohna Road,"North Indian, Continental",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,28,1600,3.7,22-06-2015,2015,6,22,June,QRT-2,26,Monday,FQ-1,FM-3,01-06-2015,19.2,1717.824,
7528,Indian Grill Room,1,India,Gurgaon,Suncity Business Tower Golf Course Road,"North Indian, Mughlai",Indian Rupees(Rs.),0.012,Yes,Yes,No,No,3,1262,1800,4.5,11-06-2016,2016,6,11,June,QRT-2,24,Saturday,FQ-1,FM-3,01-06-2016,21.6,1932.552,
300097,Goli Vada Pav No 1,1,India,Gurgaon,Vyapar Kendra Sushant Lok,Street Food,Indian Rupees(Rs.),0.012,No,Yes,No,No,1,151,150,3.4,08-06-2017,2017,6,8,June,QRT-2,23,Thursday,FQ-1,FM-3,01-06-2017,1.8,161.046,
18265678,Burgzz Bee,1,India,Gurgaon,Vyapar Kendra Sushant Lok,"Burger, Fast Food",Indian Rupees(Rs.),0.012,No,Yes,No,No,1,60,250,3.6,28-06-2013,2013,6,28,June,QRT-2,26,Friday,FQ-1,FM-3,01-06-2013,3,268.41,
5915,Kwality Walls Swirls,1,India,Gurgaon,Ansal Plaza Mall Palam Vihar,Ice Cream,Indian Rupees(Rs.),0.012,No,No,No,No,1,5,200,3,05-05-2010,2010,5,5,May,QRT-2,19,Wednesday,FQ-1,FM-2,01-05-2010,2.4,214.728,
18353710,The Fresh Chicken Store,1,India,Gurgaon,Ardee City,"Raw Meats, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,4,350,2.9,15-05-2013,2013,5,15,May,QRT-2,20,Wednesday,FQ-1,FM-2,01-05-2013,4.2,375.774,
309252,Fatburger,1,India,Gurgaon,Cyber Hub DLF Cyber City,"American, Mexican",Indian Rupees(Rs.),0.012,Yes,Yes,No,No,3,793,1000,3.3,05-05-2017,2017,5,5,May,QRT-2,18,Friday,FQ-1,FM-2,01-05-2017,12,1073.64,
18303709,Burma Burma,1,India,Gurgaon,Cyber Hub DLF Cyber City,"Asian, Burmese",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,563,1500,4.6,08-05-2018,2018,5,8,May,QRT-2,19,Tuesday,FQ-1,FM-2,01-05-2018,18,1610.46,
306127,Rred Hot Asian Bistro,1,India,Gurgaon,Cyber Hub DLF Cyber City,"Chinese, Japanese, Thai, Asian",Indian Rupees(Rs.),0.012,Yes,Yes,No,No,3,384,1400,3.5,05-05-2017,2017,5,5,May,QRT-2,18,Friday,FQ-1,FM-2,01-05-2017,16.8,1503.096,
2800856,Barbeque Nation,1,India,Vizag,Kirlampudi Layout,"North Indian, Chinese, Mediterranean",Indian Rupees(Rs.),0.012,No,No,No,No,4,345,1600,4.9,08-08-2011,2011,8,8,August,QRT-3,33,Monday,FQ-4,FM-12,01-08-2011,19.2,1717.824,
278,Nooba,1,India,Gurgaon,DLF Cyber City,Chinese,Indian Rupees(Rs.),0.012,No,No,No,No,3,333,1500,3.8,16-05-2016,2016,5,16,May,QRT-2,21,Monday,FQ-1,FM-2,01-05-2016,18,1610.46,
3346,Chef Style,1,India,Gurgaon,DLF Galleria DLF Phase 4,"North Indian, Mughlai",Indian Rupees(Rs.),0.012,Yes,Yes,No,No,2,239,700,3.8,24-05-2018,2018,5,24,May,QRT-2,21,Thursday,FQ-1,FM-2,01-05-2018,8.4,751.548,
18422652,Makhmali Kebabs,1,India,Gurgaon,DLF Phase 1,Mughlai,Indian Rupees(Rs.),0.012,No,No,No,No,2,10,550,3.2,05-05-2010,2010,5,5,May,QRT-2,19,Wednesday,FQ-1,FM-2,01-05-2010,6.6,590.502,
18138457,Roti Boti,1,India,Gurgaon,DLF Phase 1,"North Indian, Mughlai, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,2,35,700,2.9,07-05-2013,2013,5,7,May,QRT-2,19,Tuesday,FQ-1,FM-2,01-05-2013,8.4,751.548,
18464003,Eggzellent,1,India,Gurgaon,DLF Phase 1,Fast Food,Indian Rupees(Rs.),0.012,No,Yes,No,No,1,1,250,1,09-05-2016,2016,5,9,May,QRT-2,20,Monday,FQ-1,FM-2,01-05-2016,3,268.41,
575,Deez Biryani  Kebabs,1,India,Gurgaon,DLF Phase 3,"Biryani, North Indian, Mughlai",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,371,800,3.7,16-05-2017,2017,5,16,May,QRT-2,20,Tuesday,FQ-1,FM-2,01-05-2017,9.6,858.912,
18371404,Baking Bad,1,India,Gurgaon,DLF Phase 4,"Italian, Pizza",Indian Rupees(Rs.),0.012,No,Yes,No,No,3,98,1000,3.7,27-05-2015,2015,5,27,May,QRT-2,22,Wednesday,FQ-1,FM-2,01-05-2015,12,1073.64,
18281982,Bamboo Boat,1,India,Gurgaon,DLF Phase 4,"Japanese, Tibetan, Vietnamese, Korean",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,115,700,3.8,11-05-2013,2013,5,11,May,QRT-2,19,Saturday,FQ-1,FM-2,01-05-2013,8.4,751.548,
303100,Wah Amritsar,1,India,Gurgaon,DLF Phase 4,"North Indian, Mughlai",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,213,750,3.6,03-05-2018,2018,5,3,May,QRT-2,18,Thursday,FQ-1,FM-2,01-05-2018,9,805.23,
18241497,Cafe Gatherings,1,India,Gurgaon,DLF Phase 4,"Cafe, Continental",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,161,750,4.4,17-05-2012,2012,5,17,May,QRT-2,20,Thursday,FQ-1,FM-2,01-05-2012,9,805.23,
18138430,The Mad TeapotThe Wishing Chair,1,India,Gurgaon,DLF South Point Mall Golf Course Road,"Cafe, Italian, Bakery",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,83,1000,4.4,22-05-2015,2015,5,22,May,QRT-2,21,Friday,FQ-1,FM-2,01-05-2015,12,1073.64,
18378048,Moti Mahal Delux,1,India,Gurgaon,DT Mega Mall DLF Phase 1,North Indian,Indian Rupees(Rs.),0.012,Yes,Yes,No,No,3,29,1000,3.6,16-05-2010,2010,5,16,May,QRT-2,21,Sunday,FQ-1,FM-2,01-05-2010,12,1073.64,
18430557,Takamaka,1,India,Gurgaon,Golf Course Road,"North Indian, Continental, Italian",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,67,1700,3.9,07-05-2015,2015,5,7,May,QRT-2,19,Thursday,FQ-1,FM-2,01-05-2015,20.4,1825.188,
3100441,Barbeque Nation,1,India,Mangalore,Kankanady,"North Indian, Chinese",Indian Rupees(Rs.),0.012,No,No,No,No,4,193,1600,3.7,28-03-2011,2011,3,28,March,QRT-1,14,Monday,FQ-4,FM-12,01-03-2011,19.2,1717.824,
311662,La Pinoz Pizza,1,India,Gurgaon,Golf Course Road,"Pizza, Mexican, Chinese, Italian",Indian Rupees(Rs.),0.012,Yes,Yes,No,No,3,259,1000,4,14-05-2017,2017,5,14,May,QRT-2,20,Sunday,FQ-1,FM-2,01-05-2017,12,1073.64,
8019,Longitude 7703 Bar  Le Meridien Gurgaon,1,India,Gurgaon,Le Meridien Gurgaon MG Road,Finger Food,Indian Rupees(Rs.),0.012,Yes,No,No,No,3,23,1600,3.4,23-05-2010,2010,5,23,May,QRT-2,22,Sunday,FQ-1,FM-2,01-05-2010,19.2,1717.824,
307225,Bites  Leisure Inn,1,India,Gurgaon,Leisure Inn Sector 14 Gurgaon,"North Indian, Continental, Asian",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,19,1400,3,20-05-2015,2015,5,20,May,QRT-2,21,Wednesday,FQ-1,FM-2,01-05-2015,16.8,1503.096,
2100861,Underdoggs Sports Bar  Grill,1,India,Guwahati,Christian Basti,"North Indian, Continental",Indian Rupees(Rs.),0.012,No,No,No,No,4,222,1650,4.4,11-12-2012,2012,12,11,December,QRT-4,50,Tuesday,FQ-4,FM-12,01-12-2012,19.8,1771.506,
305682,Doughlicious,1,India,Gurgaon,MG Road,"Bakery, Desserts, Fast Food",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,69,550,3.6,04-05-2014,2014,5,4,May,QRT-2,19,Sunday,FQ-1,FM-2,01-05-2014,6.6,590.502,
2760,Vapour Pub  Brewery,1,India,Gurgaon,MGF Mega City Mall MG Road,"Finger Food, Continental, North Indian, Italian, Chinese",Indian Rupees(Rs.),0.012,No,No,No,No,3,1902,1500,3.7,01-05-2012,2012,5,1,May,QRT-2,18,Tuesday,FQ-1,FM-2,01-05-2012,18,1610.46,
311758,Bangkok 1,1,India,Gurgaon,MGF Metropolitan Mall MG Road,Thai,Indian Rupees(Rs.),0.012,No,No,No,No,2,40,550,3.3,01-05-2016,2016,5,1,May,QRT-2,19,Sunday,FQ-1,FM-2,01-05-2016,6.6,590.502,
3600192,Spring  Radisson Blu Plaza,1,India,Mysore,Ittige Gudu,"Continental, North Indian, South Indian",Indian Rupees(Rs.),0.012,No,No,No,No,4,162,1700,3.8,25-09-2013,2013,9,25,September,QRT-3,39,Wednesday,FQ-2,FM-6,01-09-2013,20.4,1825.188,
18311926,Punjabi Dhani,1,India,Gurgaon,Old Railway Road,North Indian,Indian Rupees(Rs.),0.012,No,No,No,No,2,25,700,3.2,10-05-2018,2018,5,10,May,QRT-2,19,Thursday,FQ-1,FM-2,01-05-2018,8.4,751.548,
303779,Sialkoti Vaishno Dhaba,1,India,Gurgaon,Sadar Bazar,North Indian,Indian Rupees(Rs.),0.012,No,No,No,No,1,16,250,3.1,27-05-2012,2012,5,27,May,QRT-2,22,Sunday,FQ-1,FM-2,01-05-2012,3,268.41,
303730,Assam Tea Corner,1,India,Gurgaon,Sector 14,"Chinese, Street Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,6,150,2.8,10-05-2015,2015,5,10,May,QRT-2,20,Sunday,FQ-1,FM-2,01-05-2015,1.8,161.046,
18291476,Cake Maker,1,India,Gurgaon,Sector 14,"Street Food, Bakery",Indian Rupees(Rs.),0.012,No,No,No,No,1,5,200,3,14-05-2016,2016,5,14,May,QRT-2,20,Saturday,FQ-1,FM-2,01-05-2016,2.4,214.728,
305996,Sasuraal,1,India,Gurgaon,Sector 29,"North Indian, Mughlai",Indian Rupees(Rs.),0.012,Yes,Yes,No,No,3,586,1400,3.3,06-05-2012,2012,5,6,May,QRT-2,19,Sunday,FQ-1,FM-2,01-05-2012,16.8,1503.096,
4959,Downtown  Diners  Living Beer Cafe,1,India,Gurgaon,Sector 29,"North Indian, Chinese, Italian, Continental",Indian Rupees(Rs.),0.012,No,No,No,No,3,3569,1800,4.4,20-05-2010,2010,5,20,May,QRT-2,21,Thursday,FQ-1,FM-2,01-05-2010,21.6,1932.552,
313456,Mogambo Kitchen,1,India,Gurgaon,Sector 31,"North Indian, Fast Food",Indian Rupees(Rs.),0.012,No,No,No,No,1,9,350,3.1,03-05-2010,2010,5,3,May,QRT-2,19,Monday,FQ-1,FM-2,01-05-2010,4.2,375.774,
894,Raj Restaurant,1,India,Gurgaon,Sector 45,"Chinese, North Indian, Mughlai",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,92,700,2.4,13-05-2012,2012,5,13,May,QRT-2,20,Sunday,FQ-1,FM-2,01-05-2012,8.4,751.548,
18314053,Droolfi,1,India,Gurgaon,Sector 56,Desserts,Indian Rupees(Rs.),0.012,No,No,No,No,1,4,100,3,21-05-2010,2010,5,21,May,QRT-2,21,Friday,FQ-1,FM-2,01-05-2010,1.2,107.364,
306975,KBs Icecream  Kulfis,1,India,Gurgaon,Sohna Road,Ice Cream,Indian Rupees(Rs.),0.012,No,Yes,No,No,1,26,200,2.3,15-05-2012,2012,5,15,May,QRT-2,20,Tuesday,FQ-1,FM-2,01-05-2012,2.4,214.728,
312265,Uma Foodies Hut,1,India,Gurgaon,South City 2,"North Indian, Chinese, Mughlai",Indian Rupees(Rs.),0.012,No,No,No,No,2,33,700,3.1,28-05-2016,2016,5,28,May,QRT-2,22,Saturday,FQ-1,FM-2,01-05-2016,8.4,751.548,
18157408,Mummys Kitchen,1,India,Gurgaon,Sushant Lok,North Indian,Indian Rupees(Rs.),0.012,No,No,No,No,1,26,150,3.5,22-05-2010,2010,5,22,May,QRT-2,21,Saturday,FQ-1,FM-2,01-05-2010,1.8,161.046,
18400489,Mutton Mewar,1,India,Gurgaon,Sushant Lok,Rajasthani,Indian Rupees(Rs.),0.012,No,No,No,No,2,1,800,1,11-05-2015,2015,5,11,May,QRT-2,20,Monday,FQ-1,FM-2,01-05-2015,9.6,858.912,
18265082,Teddy Choco Studio,1,India,Gurgaon,Sushant Lok,Desserts,Indian Rupees(Rs.),0.012,No,No,No,No,1,2,250,1,04-05-2017,2017,5,4,May,QRT-2,18,Thursday,FQ-1,FM-2,01-05-2017,3,268.41,
312540,Ammus South Indian Restaurant,1,India,Gurgaon,Sushant Shopping Arcade Sushant Lok Gurgaon,South Indian,Indian Rupees(Rs.),0.012,No,No,No,No,1,10,250,3.1,10-05-2013,2013,5,10,May,QRT-2,19,Friday,FQ-1,FM-2,01-05-2013,3,268.41,
18203171,PomoDoro Bistro,1,India,Gurgaon,Sushant Shopping Arcade Sushant Lok Gurgaon,"Italian, Fast Food",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,67,700,3.4,27-05-2015,2015,5,27,May,QRT-2,22,Wednesday,FQ-1,FM-2,01-05-2015,8.4,751.548,
5768,Clove  The Galgotias,1,India,Gurgaon,The Galgotias Sector 23,"Chinese, North Indian, Continental, Mexican",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,19,1500,2.7,16-05-2016,2016,5,16,May,QRT-2,21,Monday,FQ-1,FM-2,01-05-2016,18,1610.46,
309134,Indian Bistro Company,1,India,Gurgaon,Unitech Cyber Park Sector 39 Gurgaon,North Indian,Indian Rupees(Rs.),0.012,No,No,No,No,2,276,750,3.7,14-05-2013,2013,5,14,May,QRT-2,20,Tuesday,FQ-1,FM-2,01-05-2013,9,805.23,
2800052,The Square  Hotel Novotel,1,India,Vizag,Hotel Novotel Maharani Peta,"Continental, North Indian",Indian Rupees(Rs.),0.012,No,No,No,No,4,125,1700,4.1,09-01-2014,2014,1,9,January,QRT-1,2,Thursday,FQ-4,FM-10,01-01-2014,20.4,1825.188,
3431,Zambar,1,India,Gurgaon,Ambience Mall Gurgaon,"South Indian, Seafood, Kerala",Indian Rupees(Rs.),0.012,Yes,Yes,No,No,3,802,1400,4,18-04-2013,2013,4,18,April,QRT-2,16,Thursday,FQ-4,FM-12,01-04-2013,16.8,1503.096,
7507,Mosaic  Country Inn  Suites,1,India,Gurgaon,Country Inn  Suites by Carlson Gurgaon,"North Indian, Asian, Continental",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,91,1500,3.8,01-04-2015,2015,4,1,April,QRT-2,14,Wednesday,FQ-4,FM-12,01-04-2015,18,1610.46,
304832,Di Ghent Boulangerie,1,India,Gurgaon,Cross Point Mall DLF Phase 4,"Cafe, Belgian",Indian Rupees(Rs.),0.012,No,No,No,No,3,231,1700,3.9,09-04-2010,2010,4,9,April,QRT-2,15,Friday,FQ-4,FM-12,01-04-2010,20.4,1825.188,
110502,Patang  The Revolving Restaurant,1,India,Ahmedabad,Ashram Road,"Continental, Chinese, North Indian",Indian Rupees(Rs.),0.012,No,No,No,No,4,1315,1800,3.7,27-04-2014,2014,4,27,April,QRT-2,18,Sunday,FQ-4,FM-12,01-04-2014,21.6,1932.552,
2600303,Kebabsville  Sayaji Hotel,1,India,Bhopal,Sayaji Hotel,North Indian,Indian Rupees(Rs.),0.012,No,No,No,No,4,128,1800,4.3,11-04-2010,2010,4,11,April,QRT-2,16,Sunday,FQ-4,FM-12,01-04-2010,21.6,1932.552,
2500024,Madhuban Restaurant  Welcome Hotel Rama International,1,India,Aurangabad,CIDCO,"North Indian, Chinese, Continental, Italian, Mexican",Indian Rupees(Rs.),0.012,No,No,No,No,4,94,1800,3.4,18-03-2013,2013,3,18,March,QRT-1,12,Monday,FQ-4,FM-12,01-03-2013,21.6,1932.552,
305670,Made In Punjab,1,India,Gurgaon,Cyber Hub DLF Cyber City,"North Indian, Mughlai",Indian Rupees(Rs.),0.012,Yes,No,No,No,3,1595,1500,4,23-04-2014,2014,4,23,April,QRT-2,17,Wednesday,FQ-4,FM-12,01-04-2014,18,1610.46,
305815,Nandos,1,India,Gurgaon,Cyber Hub DLF Cyber City,"Portuguese, African",Indian Rupees(Rs.),0.012,Yes,Yes,No,No,3,1730,1200,4,18-04-2016,2016,4,18,April,QRT-2,17,Monday,FQ-4,FM-12,01-04-2016,14.4,1288.368,
312536,Rawleaf,1,India,Gurgaon,DLF Phase 1,"Healthy Food, Salad",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,38,700,3.6,16-04-2015,2015,4,16,April,QRT-2,16,Thursday,FQ-4,FM-12,01-04-2015,8.4,751.548,
308673,Banke Bihari Bhojanalay,1,India,Gurgaon,DLF Phase 3,"Mithai, Street Food, North Indian",Indian Rupees(Rs.),0.012,No,No,No,No,1,36,200,2.6,09-04-2010,2010,4,9,April,QRT-2,15,Friday,FQ-4,FM-12,01-04-2010,2.4,214.728,
1694,Nikhil Food Point,1,India,Gurgaon,DLF Phase 3,"Chinese, North Indian",Indian Rupees(Rs.),0.012,No,No,No,No,1,19,200,2.7,26-04-2016,2016,4,26,April,QRT-2,18,Tuesday,FQ-4,FM-12,01-04-2016,2.4,214.728,
18398610,Surprise O Meal,1,India,Gurgaon,DLF Phase 3,"Continental, North Indian, Chinese",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,35,550,3.4,24-04-2012,2012,4,24,April,QRT-2,17,Tuesday,FQ-4,FM-12,01-04-2012,6.6,590.502,
18450609,InstaDozza,1,India,Gurgaon,DLF Phase 3,South Indian,Indian Rupees(Rs.),0.012,No,Yes,No,No,1,28,250,3.5,22-04-2012,2012,4,22,April,QRT-2,17,Sunday,FQ-4,FM-12,01-04-2012,3,268.41,
18254524,Lucknow Mail,1,India,Gurgaon,DLF Phase 4,"Awadhi, North Indian, Mughlai",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,86,800,3.8,04-04-2016,2016,4,4,April,QRT-2,15,Monday,FQ-4,FM-12,01-04-2016,9.6,858.912,
18232093,Happy Hakka,1,India,Gurgaon,DLF Phase 4,"Chinese, Asian, Thai",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,134,650,4.1,06-04-2016,2016,4,6,April,QRT-2,15,Wednesday,FQ-4,FM-12,01-04-2016,7.8,697.866,
304552,IZU,1,India,Gurgaon,DLF South Point Mall Golf Course Road,"Japanese, Sushi",Indian Rupees(Rs.),0.012,Yes,Yes,No,No,3,129,1100,3.4,25-04-2010,2010,4,25,April,QRT-2,18,Sunday,FQ-4,FM-12,01-04-2010,13.2,1181.004,
313047,Soul  Spice Co,1,India,Gurgaon,DLF South Point Mall Golf Course Road,"North Indian, Street Food, Beverages",Indian Rupees(Rs.),0.012,Yes,Yes,No,No,3,120,1000,3.8,22-04-2014,2014,4,22,April,QRT-2,17,Tuesday,FQ-4,FM-12,01-04-2014,12,1073.64,
2825,Not Just Paranthas,1,India,Gurgaon,DT City Centre Mall MG Road,North Indian,Indian Rupees(Rs.),0.012,Yes,Yes,No,No,3,426,1100,2.7,03-04-2015,2015,4,3,April,QRT-2,14,Friday,FQ-4,FM-12,01-04-2015,13.2,1181.004,
6310406,The Food Hall by Todd English,162,Phillipines,Taguig City,SM Aura Premier Bonifacio Global City Taguig City,"American, Asian, Italian, Seafood",Botswana Pula(P),0.073,Yes,No,No,No,4,618,1800,4.5,18-03-2013,2013,3,18,March,QRT-1,12,Monday,FQ-4,FM-12,01-03-2013,131.4,11756.358,
312111,Jaguar,1,India,Gurgaon,Golf Course Road,"Chinese, North Indian",Indian Rupees(Rs.),0.012,Yes,No,No,No,2,14,800,2.8,28-04-2012,2012,4,28,April,QRT-2,17,Saturday,FQ-4,FM-12,01-04-2012,9.6,858.912,
18408031,Kabab Mistri,1,India,Gurgaon,Golf Course Road,"North Indian, Mughlai, Biryani",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,36,550,3.6,16-04-2016,2016,4,16,April,QRT-2,16,Saturday,FQ-4,FM-12,01-04-2016,6.6,590.502,
308997,Crust Bistro,1,India,Gurgaon,Huda City Centre Metro Station Sector 29 Gurgaon,"Italian, Pizza",Indian Rupees(Rs.),0.012,No,Yes,No,No,2,144,800,3.6,28-04-2016,2016,4,28,April,QRT-2,18,Thursday,FQ-4,FM-12,01-04-2016,9.6,858.912,
